Starter,P1name,P1weight,P1depth,P1color,P2name,P2weight,P2depth,P2color, Winner, TotalChips
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,20
Green,Minmax,4,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,9
Green,Minmax,4,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,4,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,16
Green,Minmax,4,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,4,1,Green,Minmax,5,3,Red,Green,17
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,11
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,4,1,Green,Minmax,5,3,Red,Red,14
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,17
Red,Minmax,4,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,4,1,Green,Minmax,5,3,Red,Green,10
Red,Minmax,4,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,4,1,Green,Minmax,5,3,Red,Green,16
Red,Minmax,4,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,22
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,14
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,36
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,15
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,20
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,24
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,9
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,17
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,9
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,9
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,17
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,17
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,22
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,20
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,17
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,9
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,16
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,5,1,Green,Minmax,5,3,Red,Green,17
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,9
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,30
Green,Minmax,5,1,Green,Minmax,5,3,Red,Red,14
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,5,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,30
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,14
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,15
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,13
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,20
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,20
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,19
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,9
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,9
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,17
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,17
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,26
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,20
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,17
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,9
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,17
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,11
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,8
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,6,1,Green,Minmax,5,3,Red,Green,15
Green,Minmax,6,1,Green,Minmax,5,3,Red,Red,14
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,6,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,15
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,27
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,14
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,16
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,15
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,20
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,26
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,19
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,9
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,9
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,17
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,9
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,26
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,20
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,9
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,7,1,Green,Minmax,5,3,Red,Green,17
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,19
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,9
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,30
Green,Minmax,7,1,Green,Minmax,5,3,Red,Red,14
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,15
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,13
Red,Minmax,7,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,8,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,8,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,7
Green,Minmax,8,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,8,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,8,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,8,1,Green,Minmax,5,3,Red,Green,8
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,10
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,18
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Green,16
Red,Minmax,8,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,8,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,8,1,Green,Minmax,5,3,Red,Green,8
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,13
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,8,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,14
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,8,1,Green,Minmax,5,3,Red,Red,12
Green,Minmax,8,1,Green,Minmax,5,3,Red,Green,7
Green,Minmax,8,1,Green,Minmax,5,3,Red,Green,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,11
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,7
Red,Minmax,8,1,Green,Minmax,5,3,Red,Red,11
